Account,Date,daily_pnl,trades,avg_trade_size_usd,total_volume_usd,win_rate,long_ratio,pnl_per_trade,sentiment
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-15,500.116094,33,1352.128787878788,44620.25,0.21212121212121213,0.0,14.709296882352941,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-16,941.32505,15,2071.034666666667,31065.52,0.9333333333333333,0.0,58.832815625,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-17,5845.632627,152,1292.3644736842105,196439.4,0.9605263157894737,0.0,38.206749196078434,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-18,82.269533,14,610.3228571428572,8544.52,0.7142857142857143,0.0,5.484635533333333,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-19,106.886191,43,1166.1046511627908,50142.5,0.9069767441860465,0.0,2.4292316136363636,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-20,646.76766,32,965.8490625,30907.17,0.96875,0.0,19.59902,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-22,4462.921835,63,968.4492063492064,61012.3,0.9682539682539683,0.0,69.733153671875,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-24,80.95313,26,179.39076923076925,4664.160000000001,0.8461538461538461,0.0,2.9982640740740742,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-25,520.971268,29,2614.2506896551727,75813.27,0.896551724137931,0.0,17.365708933333334,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-26,96.945218,79,1384.9248101265823,109409.06,0.31645569620253167,0.0,1.211815225,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-29,133.123947,83,507.97253012048196,42161.72,0.7951807228915663,0.0,1.5848088928571427,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-31,1239.24045,52,952.425,49526.1,0.9807692307692307,0.0,23.381895283018867,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-02,90.98474,11,2925.4536363636366,32179.99,0.8181818181818182,0.0,7.582061666666667,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-06,3370.85855,39,3952.829230769231,154160.34,0.9230769230769231,0.0,84.27146375,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-08,948.85929,43,1116.5534883720932,48011.8,0.9767441860465116,0.0,21.564983863636364,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-09,1593.7933500000001,15,3893.6853333333333,58405.28,0.4,0.0,99.61208437500001,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-12,1442.90516,44,1396.4452272727274,61443.590000000004,0.9545454545454546,0.0,32.06455911111111,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-14,1828.36966,40,3124.96325,124998.53,0.825,0.0,44.59438195121951,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-15,1208.695445,36,1633.111111111111,58792.0,0.9722222222222222,0.0,32.66744445945946,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-16,1674.357543,35,2679.161714285714,93770.65999999999,0.9428571428571428,0.0,46.50993175,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-18,471.89234,6,4048.5616666666665,24291.37,0.8333333333333334,0.0,67.41319142857142,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-19,1403.177311,55,1152.206909090909,63371.38,0.4727272727272727,0.0,25.05673769642857,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-20,-111.77234,52,1156.014423076923,60112.75,0.21153846153846154,0.0,-2.108912075471698,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-22,2933.203058,327,358.02122324159023,117072.94,0.9938837920489296,0.0,8.94269225,
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-23,6439.07977,154,2393.760844155844,368639.17,0.948051948051948,0.0,41.54245012903226,1.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-24,1250.2581989999999,29,2504.40724137931,72627.81,0.1724137931034483,0.0,41.67527329999999,1.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-25,1113.013801,99,777.5432323232324,76976.78,0.8282828282828283,0.0,11.130138010000001,1.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-26,3291.144446,113,1400.3834513274335,158243.33,0.9734513274336283,0.0,28.869688122807016,1.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-27,471.712989,83,1451.5227710843374,120476.39,0.6385542168674698,0.0,5.615630821428572,1.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-28,728.966777,33,1052.2554545454545,34724.43,0.6666666666666666,0.0,21.440199323529413,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-25,14.21524,4,1688.5525,6754.21,0.75,0.0,2.843048,1.0
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-29,0.0,4,10819.605,43278.42,0.0,0.0,0.0,1.0
